1448434626819,1448434626825,1448434626826,3.5,-2.5
1448434627824,1448434627828,1448434627829,3,-2
1448434628824,1448434628830,1448434628831,3.1666666666666665,-2.1666666666666665
1448434629828,1448434629832,1448434629832,2.875,-2.125
1448434630828,1448434630832,1448434630833,2.8,-2
1448434632823,1448434632826,1448434632827,2.6666666666666665,-1.8333333333333333
1448434633826,1448434633830,1448434633830,2.5714285714285716,-1.8571428571428572
1448434634825,1448434634829,1448434634830,2.5625,-1.8125
1448434635822,1448434635826,1448434635827,2.5555555555555554,-1.7777777777777777
1448434636825,1448434636828,1448434636829,2.5,-1.7
1448434637822,1448434637825,1448434637826,2.4545454545454546,-1.6363636363636365
1448434638825,1448434638829,1448434638830,2.4583333333333335,-1.625
1448434639824,1448434639827,1448434639828,2.423076923076923,-1.5769230769230769
1448434640826,1448434640830,1448434640831,2.4285714285714284,-1.5714285714285714
1448434642823,1448434642826,1448434642827,2.4,-1.5333333333333334
1448434643822,1448434643825,1448434643826,2.375,-1.5
1448434644823,1448434644827,1448434644829,2.411764705882353,-1.4705882352941178
1448434645824,1448434645827,1448434645827,2.361111111111111,-1.4722222222222223
1448434646822,1448434646825,1448434646826,2.3421052631578947,-1.4473684210526316
1448434647826,1448434647830,1448434647830,2.325,-1.475
1448434649823,1448434649828,1448434649829,2.357142857142857,-1.5
1448434650822,1448434650825,1448434650826,2.340909090909091,-1.4772727272727273
1448434651826,1448434651829,1448434651830,2.3260869565217392,-1.4565217391304348
1448434652827,1448434652831,1448434652832,2.3333333333333335,-1.4583333333333333
